account_open_date,age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,earliest_credit_account,recent_trade_activity,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag
10/13/2024,63,Dallas,Other,2520,742,0,FALSE,1,2.015133127,FALSE,50222.07162,35756.55693,,0,2/9/2024,5/6/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/16/2021,60,San Francisco,Engineer,35911,650,105,TRUE,3,2.129258415,TRUE,36638.86475,17912.86112,4,2,3/27/2021,1/6/2024,0,TRUE,TRUE,TRUE,FALSE,FALSE
5/14/2021,29,Los Angeles,Other,8519,631,0,FALSE,1,1.418985883,TRUE,55530.43453,38168.7344,0,0,10/30/2022,9/26/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/16/2020,43,Miami,Other,9964,705,0,FALSE,1,0.74430874,FALSE,33405.71033,23763.8967,0,0,1/1/2023,5/11/2024,0,TRUE,FALSE,TRUE,FALSE,FALSE
3/16/2024,30,Seattle,Teacher,21165,539,0,FALSE,1,0.658019074,FALSE,51294.25217,31728.40754,1,0,8/1/2015,3/14/2024,3,FALSE,FALSE,TRUE,FALSE,FALSE
2/25/2024,57,Houston,Teacher,29996,727,20,FALSE,1,0.941295642,FALSE,47516.9451,30108.12199,0,0,11/4/2019,10/14/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
4/20/2021,35,Atlanta,Other,4329,,11,FALSE,1,0.659374048,FALSE,90561.49269,66460.76075,,0,8/14/2017,7/4/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
2/4/2020,42,Dallas,Banker,2600,735,0,FALSE,1,1.347616198,FALSE,16628.76762,13625.93036,0,0,1/15/2022,10/14/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/21/2020,50,Seattle,Engineer,45289,675,24,FALSE,1,0.76728621,FALSE,46695.73626,36678.66634,0,0,1/26/2017,5/13/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
5/23/2021,64,Seattle,Lawyer,61750,508,0,FALSE,1,1.393110944,FALSE,29025.17616,27329.54768,2,0,4/29/2023,8/4/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
9/12/2022,57,Dallas,Accountant,38920,688,0,FALSE,1,0.925905275,FALSE,16193.115,13581.33185,0,0,7/11/2018,1/25/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/11/2021,60,New York,Banker,6046,767,0,FALSE,1,0.72116986,FALSE,53940.11396,35134.112,0,0,7/23/2015,5/3/2024,0,FALSE,,FALSE,FALSE,FALSE
11/27/2023,29,Seattle,Consultant,15928,712,0,FALSE,1,0.924254115,FALSE,65783.36179,43051.81292,0,0,1/3/2022,8/24/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
4/22/2022,61,Miami,Other,5750,537,0,FALSE,1,1.117403691,FALSE,73314.41223,55946.54564,2,0,2/5/2024,12/17/2023,2,FALSE,FALSE,FALSE,FALSE,FALSE
1/20/2021,53,New York,Retail Worker,23663,795,8,FALSE,1,1.483051423,FALSE,43779.47674,29962.12762,0,0,3/28/2023,7/28/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
5/15/2024,65,Boston,Banker,6919,556,30,TRUE,3,1.095748869,FALSE,67436.97474,59510.62338,1,0,11/15/2023,3/23/2024,1,FALSE,FALSE,TRUE,FALSE,TRUE
12/20/2020,21,Miami,Artist,9089,444,110,TRUE,3,1.732850632,FALSE,28648.92991,12460.20292,,2,11/2/2020,2/18/2024,4,TRUE,FALSE,FALSE,TRUE,FALSE
5/13/2021,22,Miami,Accountant,46382,759,0,FALSE,1,1.011857303,FALSE,84804.48706,82040.16705,,0,2/21/2022,9/13/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/16/2022,73,San Francisco,Teacher,24318,809,0,FALSE,1,1.197663612,FALSE,48970.91412,30661.74808,0,0,8/21/2022,9/20/2024,0,FALSE,TRUE,TRUE,FALSE,FALSE
1/3/2022,54,San Francisco,Other,6944,,0,FALSE,1,1.281431416,FALSE,24042.40116,,1,0,10/16/2020,5/14/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
7/27/2023,25,New York,Other,5230,682,0,TRUE,1,1.732081231,FALSE,79824.96701,69375.76907,,0,8/14/2021,4/7/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/6/2023,59,Chicago,Artist,8868,560,26,TRUE,1,1.015187643,FALSE,75974.57486,53655.74957,,1,6/14/2017,10/5/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
12/11/2021,66,Chicago,Banker,2813,827,29,FALSE,1,1.433090072,FALSE,67519.43402,56060.08509,0,0,5/19/2020,5/30/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/10/2024,45,Seattle,Software Developer,62377,608,0,FALSE,1,0.74460505,FALSE,74102.8844,68176.31896,0,0,3/10/2024,5/13/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
12/12/2019,48,Atlanta,Banker,8544,846,0,FALSE,1,1.468828503,FALSE,76672.4744,71425.48617,0,0,10/22/2017,12/16/2023,0,FALSE,FALSE,TRUE,FALSE,TRUE
7/5/2021,26,Los Angeles,Banker,9140,764,0,FALSE,1,0.856561151,FALSE,46910.12578,30923.7159,0,0,7/11/2017,2/13/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
2/10/2020,71,Chicago,Banker,8563,729,0,FALSE,1,1.000745763,FALSE,21022.47325,14253.39207,0,0,4/17/2015,6/2/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
11/4/2020,68,New York,Other,3653,468,104,TRUE,6,2.777932315,TRUE,22769.52621,9968.016852,4,2,1/31/2024,5/7/2024,4,FALSE,,FALSE,FALSE,TRUE
9/14/2021,46,Los Angeles,Banker,5321,489,0,FALSE,1,1.7578369,FALSE,55948.27953,37406.29356,4,1,5/29/2016,8/13/2024,4,FALSE,FALSE,FALSE,FALSE,FALSE
12/23/2020,31,Dallas,Accountant,59425,572,0,FALSE,1,0.964532919,FALSE,77351.07168,,,0,9/17/2021,2/15/2024,1,FALSE,,FALSE,FALSE,FALSE
6/4/2024,57,Houston,Consultant,15285,666,0,FALSE,1,1.398683596,FALSE,102897.7891,61614.19274,0,0,7/29/2016,6/7/2024,3,FALSE,FALSE,TRUE,FALSE,TRUE
11/19/2021,58,Atlanta,Teacher,51924,567,90,TRUE,1,2.755055787,TRUE,18215.28335,5436.099401,4,2,12/22/2021,4/6/2024,1,TRUE,FALSE,TRUE,FALSE,FALSE
1/17/2020,39,Atlanta,Accountant,20334,732,0,FALSE,1,1.695829169,TRUE,51404.15818,31099.47692,0,0,9/18/2018,3/22/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/16/2020,28,Boston,Accountant,31013,745,31,TRUE,2,2.334324402,FALSE,5145.815428,3434.594466,2,1,6/5/2023,1/1/2024,0,FALSE,TRUE,TRUE,FALSE,TRUE
1/10/2021,40,San Francisco,Accountant,23989,731,0,FALSE,1,0.930144947,FALSE,14037.31022,9268.591894,0,0,2/28/2016,11/14/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/14/2020,18,Chicago,Consultant,15129,584,11,FALSE,1,0.653401293,FALSE,43434.62967,36783.7455,2,1,6/28/2024,5/3/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
8/16/2024,63,San Francisco,Artist,16868,696,0,FALSE,1,0.794254269,FALSE,53685.17251,45468.43865,0,0,4/20/2020,8/27/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
4/4/2024,54,Boston,Consultant,16997,717,0,FALSE,1,0.823981925,FALSE,36402.96797,31054.85696,0,0,4/12/2016,12/30/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/10/2021,38,San Francisco,Banker,9261,706,0,FALSE,1,0.530361655,FALSE,27493.20925,17660.26429,0,0,5/15/2016,1/23/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
8/18/2020,43,Seattle,Accountant,58424,696,0,FALSE,1,1.156568171,FALSE,29436.98325,20275.76254,,0,9/30/2023,6/11/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/19/2023,63,Seattle,Other,3810,717,0,FALSE,1,0.815073507,FALSE,96794.18371,65456.98843,0,0,8/11/2020,2/16/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
4/16/2021,53,Los Angeles,Software Developer,78232,683,0,FALSE,1,1.387532663,FALSE,41755.48202,36119.07288,0,0,9/7/2015,1/29/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
6/4/2022,71,New York,Doctor,62765,670,0,FALSE,1,0.921974819,FALSE,55670.81964,44382.10454,0,0,8/13/2015,1/5/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
11/2/2019,40,San Francisco,Banker,4076,384,97,FALSE,6,1.288022165,TRUE,28931.47355,13500.67826,3,2,5/28/2020,1/9/2024,3,TRUE,TRUE,FALSE,FALSE,FALSE
6/18/2022,74,Chicago,Lawyer,44104,639,0,FALSE,1,1.806295867,FALSE,20419.06079,16537.33631,0,0,5/17/2017,10/11/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/13/2020,18,Seattle,Engineer,36707,638,0,FALSE,1,1.563064222,FALSE,77325.84896,62604.24808,0,0,6/11/2024,8/8/2024,0,FALSE,FALSE,FALSE,TRUE,TRUE
5/21/2021,71,New York,Banker,8089,516,0,FALSE,1,1.190648634,FALSE,77902.88586,55496.08441,2,0,11/4/2018,3/17/2024,2,FALSE,FALSE,TRUE,FALSE,FALSE
9/21/2021,72,Los Angeles,Banker,4602,428,115,FALSE,4,0.789074247,TRUE,47700.7312,9677.430187,4,1,9/30/2021,5/18/2024,4,FALSE,TRUE,TRUE,TRUE,TRUE
7/24/2022,68,Miami,Accountant,26818,759,0,FALSE,1,1.272308264,FALSE,38663.23406,31551.24616,,0,1/21/2015,9/23/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/26/2020,57,Boston,Other,8584,403,0,FALSE,1,1.277995314,FALSE,97738.11638,75673.52057,4,1,5/10/2023,10/9/2024,4,FALSE,FALSE,FALSE,FALSE,FALSE
2/20/2024,32,Atlanta,Banker,5760,592,0,FALSE,1,0.83767143,FALSE,31163.5939,26609.67572,2,0,12/20/2022,12/13/2023,1,FALSE,FALSE,FALSE,FALSE,FALSE
6/2/2021,38,Boston,Other,9640,503,0,FALSE,1,0.954420235,FALSE,57063.83897,55627.60148,2,0,12/26/2017,5/23/2024,2,TRUE,,FALSE,FALSE,FALSE
12/17/2023,64,Seattle,Teacher,23342,804,0,FALSE,1,1.675484576,TRUE,60015.16316,51819.75501,0,0,8/3/2022,3/31/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
1/15/2022,26,San Francisco,Banker,6623,790,0,FALSE,1,1.106182521,FALSE,33083.40979,29643.66414,0,0,10/18/2023,12/27/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/31/2021,70,Chicago,Other,7446,446,0,FALSE,2,1.314044559,FALSE,11496.92422,9859.703462,3,2,4/2/2018,11/17/2023,4,FALSE,TRUE,TRUE,FALSE,FALSE
10/26/2023,26,Miami,Banker,8788,411,97,TRUE,7,1.236702346,TRUE,35617.29839,,3,2,1/3/2023,2/10/2024,4,TRUE,,TRUE,TRUE,FALSE
1/22/2021,27,Houston,Consultant,13741,524,95,TRUE,4,2.710245194,TRUE,5508.183625,1872.29321,3,1,10/31/2014,6/6/2024,1,FALSE,TRUE,TRUE,FALSE,FALSE
9/9/2023,69,Dallas,Accountant,24395,763,0,FALSE,1,1.4503748,FALSE,82295.11533,54357.10825,0,0,10/17/2022,8/12/2024,0,FALSE,,TRUE,FALSE,FALSE
1/11/2024,74,Boston,Teacher,43279,344,59,FALSE,1,1.644733572,FALSE,20709.0398,12443.54729,4,1,9/4/2016,3/7/2024,4,FALSE,FALSE,FALSE,FALSE,FALSE
8/4/2020,70,San Francisco,Artist,6309,541,0,FALSE,1,1.793060654,FALSE,49838.17919,44998.54377,2,0,12/8/2017,10/10/2024,2,FALSE,FALSE,TRUE,FALSE,FALSE
7/11/2020,43,Atlanta,Accountant,25782,686,0,FALSE,1,0.944357316,FALSE,15468.35125,9561.971373,0,0,3/20/2017,9/18/2024,0,FALSE,FALSE,FALSE,TRUE,TRUE
5/24/2024,58,Los Angeles,Other,2059,640,0,FALSE,1,1.005522016,FALSE,26568.28167,26081.63014,0,0,3/5/2020,4/30/2024,0,FALSE,,FALSE,FALSE,FALSE
11/26/2022,52,Miami,Software Developer,59675,565,11,TRUE,1,0.677169469,FALSE,60925.62864,37969.7451,2,0,7/19/2021,12/9/2023,2,FALSE,FALSE,FALSE,FALSE,TRUE
4/5/2024,69,Seattle,Other,4169,642,9,FALSE,1,1.138703736,FALSE,50145.41224,36484.06746,0,0,1/23/2021,2/15/2024,0,FALSE,,FALSE,FALSE,TRUE
2/27/2024,42,Boston,Software Developer,2717,621,1,FALSE,1,0.788581394,TRUE,35346.32697,24353.42515,0,0,8/25/2023,11/21/2023,0,FALSE,FALSE,FALSE,TRUE,TRUE
10/8/2020,43,Dallas,Software Developer,69796,603,91,FALSE,5,2.820869974,TRUE,7173.217906,3015.31255,3,1,10/4/2017,9/23/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
11/28/2020,28,Miami,Accountant,15209,620,0,FALSE,1,1.215940056,FALSE,38142.53028,25345.35021,0,0,9/1/2021,7/19/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
10/14/2020,55,New York,Other,2006,690,0,FALSE,1,0.832491417,FALSE,74202.55638,43047.46275,0,0,5/16/2023,1/10/2024,0,FALSE,,FALSE,FALSE,FALSE
9/17/2022,19,Houston,Other,2337,538,0,FALSE,1,1.013619919,FALSE,10273.45573,6857.293456,2,0,2/3/2022,4/24/2024,1,FALSE,FALSE,TRUE,FALSE,FALSE
5/6/2024,24,Dallas,Accountant,19039,727,0,FALSE,1,1.691579493,FALSE,106077.2319,67574.842,0,0,3/2/2023,9/7/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/20/2023,35,Dallas,Retail Worker,15388,346,102,TRUE,5,2.283475702,FALSE,8651.237396,2995.906423,4,2,4/3/2019,12/24/2023,3,TRUE,FALSE,TRUE,FALSE,FALSE
2/14/2024,44,New York,Banker,8423,584,117,FALSE,2,1.246392718,TRUE,40851.24192,12651.90349,3,2,2/20/2020,8/19/2024,2,TRUE,TRUE,FALSE,FALSE,FALSE
9/8/2024,51,New York,Banker,2211,733,0,FALSE,1,2.061475064,FALSE,85142.8855,68951.67821,0,0,2/20/2024,10/19/2024,0,FALSE,FALSE,TRUE,FALSE,TRUE
2/5/2022,44,Houston,Lawyer,73761,425,119,TRUE,1,3.059064319,TRUE,28646.53371,9714.000668,4,2,6/26/2016,3/11/2024,3,TRUE,TRUE,TRUE,FALSE,FALSE
11/6/2023,34,Miami,Consultant,14299,691,0,FALSE,1,1.283528207,FALSE,61341.54337,46216.7971,0,0,4/8/2017,12/7/2023,0,FALSE,,FALSE,FALSE,FALSE
2/26/2020,60,Houston,Teacher,43217,721,0,FALSE,1,1.189908194,FALSE,80943.39842,62662.11693,0,0,11/24/2016,12/9/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
2/27/2024,61,Chicago,Teacher,15420,569,40,FALSE,1,1.292986503,FALSE,62249.8706,36828.69907,1,0,1/24/2017,9/30/2024,2,FALSE,,TRUE,TRUE,FALSE
12/4/2023,68,Miami,Accountant,30529,632,0,FALSE,1,0.819634647,FALSE,42956.68941,32855.93592,,0,10/15/2015,4/17/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/7/2020,71,Atlanta,Accountant,45526,684,0,FALSE,1,0.807545107,FALSE,24734.90729,16520.85625,0,0,2/28/2020,4/25/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/21/2020,41,San Francisco,Retail Worker,23299,729,0,FALSE,1,1.089086012,FALSE,22746.95011,20891.01583,,0,2/20/2016,4/11/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
6/11/2020,42,Los Angeles,Banker,24679,642,25,FALSE,1,0.847409567,FALSE,26135.31136,22408.54052,0,0,8/6/2021,6/19/2024,0,FALSE,,FALSE,FALSE,FALSE
12/6/2020,24,New York,Retail Worker,12061,566,0,FALSE,1,1.500190437,FALSE,52070.64683,45272.79668,1,1,3/28/2022,12/16/2023,1,FALSE,FALSE,FALSE,FALSE,FALSE
2/11/2020,69,Boston,Doctor,89002,543,113,TRUE,5,1.515185184,TRUE,26443.42622,8203.084067,3,1,11/30/2018,8/10/2024,1,FALSE,TRUE,TRUE,FALSE,FALSE
12/9/2023,23,Atlanta,Retail Worker,10043,715,0,FALSE,1,1.286188777,FALSE,15245.83452,11303.06965,0,0,12/2/2023,12/24/2023,0,FALSE,FALSE,FALSE,FALSE,TRUE
8/30/2021,70,Chicago,Other,5893,648,0,FALSE,1,0.84892681,FALSE,51894.7402,35195.2653,0,0,3/19/2024,9/22/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
6/15/2023,41,Chicago,Accountant,32121,757,10,FALSE,1,0.890677198,FALSE,74388.56222,55833.10061,0,0,5/23/2024,4/15/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
9/1/2024,50,Atlanta,Accountant,21410,512,119,TRUE,2,0.896271203,TRUE,1580.20105,534.6193337,,1,7/11/2017,4/26/2024,2,TRUE,TRUE,FALSE,FALSE,TRUE
3/27/2020,66,Dallas,Banker,6489,675,0,FALSE,1,0.560223616,FALSE,69957.58873,40347.01457,0,0,2/22/2020,2/9/2024,0,FALSE,,TRUE,FALSE,FALSE
2/7/2024,46,Houston,Other,5527,533,0,FALSE,1,0.693017138,FALSE,38607.80633,29128.98551,1,1,1/3/2021,8/18/2024,1,TRUE,FALSE,FALSE,FALSE,TRUE
8/5/2024,60,Dallas,Software Developer,45081,322,110,TRUE,5,1.032840899,TRUE,981080.0011,11824.81628,3,1,1/30/2019,8/29/2024,4,FALSE,TRUE,FALSE,FALSE,FALSE
12/8/2023,39,Dallas,Artist,8466,690,0,FALSE,1,1.208454553,FALSE,31519.63207,24187.86068,0,0,11/10/2021,4/8/2024,3,FALSE,FALSE,FALSE,TRUE,FALSE
1/4/2023,43,San Francisco,Consultant,16034,736,0,FALSE,1,1.259193692,FALSE,76252.51795,59092.48023,0,0,1/5/2024,10/5/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
1/1/2022,45,Los Angeles,Banker,3145,505,90,FALSE,3,1.123614144,FALSE,37887.39398,16927.14332,4,2,7/23/2018,12/13/2023,3,TRUE,TRUE,TRUE,FALSE,TRUE
9/15/2022,67,Atlanta,Teacher,34856,707,0,FALSE,1,1.240563829,FALSE,79163.33729,52123.94191,0,0,4/5/2020,5/25/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
10/28/2022,38,New York,Banker,8017,669,0,TRUE,1,1.715571615,FALSE,27615.00532,24668.53367,0,0,1/12/2016,3/16/2024,0,FALSE,,TRUE,FALSE,FALSE
12/12/2022,66,Atlanta,Teacher,36016,744,0,FALSE,1,2.176539177,FALSE,63471.74916,36222.70205,,0,9/7/2017,1/18/2024,4,FALSE,,FALSE,FALSE,TRUE
3/1/2024,24,New York,Banker,7214,673,0,FALSE,1,1.533732366,FALSE,18929.23879,12916.42685,0,0,10/31/2019,2/15/2024,0,FALSE,FALSE,FALSE,TRUE,TRUE
5/24/2022,34,Boston,Consultant,15078,532,0,FALSE,1,1.297725594,FALSE,78486.52914,58806.56676,1,1,9/26/2018,10/4/2024,1,TRUE,,FALSE,FALSE,FALSE
3/17/2023,37,Los Angeles,Doctor,40727,758,0,FALSE,1,0.691469685,TRUE,50993.33443,34897.14735,0,0,6/5/2015,9/22/2024,0,TRUE,FALSE,FALSE,FALSE,TRUE
5/1/2022,58,San Francisco,Other,2012,547,116,TRUE,2,2.07756099,TRUE,23507.42701,7047.733627,4,1,9/27/2018,3/30/2024,4,TRUE,,TRUE,FALSE,TRUE
12/11/2019,66,Seattle,Engineer,39747,783,22,FALSE,1,0.928564074,TRUE,40848.34887,30454.06798,0,0,12/3/2016,8/19/2024,0,TRUE,,FALSE,FALSE,FALSE
9/30/2021,37,Atlanta,Other,6834,524,0,FALSE,1,0.887009595,FALSE,56549.44039,35323.90975,2,0,12/26/2019,9/9/2024,1,FALSE,,FALSE,FALSE,FALSE
8/24/2024,71,Chicago,Artist,19169,743,0,FALSE,1,0.616837719,FALSE,25881.45725,22419.79492,0,0,7/30/2021,12/6/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/23/2022,39,Atlanta,Doctor,30911,646,0,FALSE,2,1.244300248,FALSE,65852.948,40394.71474,0,0,11/4/2016,5/23/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/30/2020,45,Atlanta,Teacher,49075,626,15,FALSE,1,0.719761892,TRUE,57065.60971,48869.33287,0,0,1/15/2016,11/17/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/4/2020,57,Miami,Other,4345,748,0,FALSE,1,0.926294754,FALSE,86747.85226,62866.59878,0,0,7/16/2022,7/29/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
2/24/2022,66,Los Angeles,Teacher,23803,363,117,TRUE,2,3.097127567,TRUE,3897.176459,1177.074894,4,2,5/9/2015,6/25/2024,3,TRUE,,FALSE,FALSE,FALSE
5/31/2024,24,Atlanta,Doctor,52241,607,13,FALSE,1,0.899580808,FALSE,78125.67734,57497.27702,0,0,7/12/2022,6/17/2024,0,FALSE,,FALSE,FALSE,FALSE
5/20/2020,18,New York,Accountant,53607,692,0,FALSE,1,1.121687854,FALSE,81459.28015,58863.92216,0,0,8/24/2016,11/4/2023,0,FALSE,FALSE,TRUE,FALSE,FALSE
5/10/2024,49,San Francisco,Banker,2164,766,0,FALSE,1,1.492054434,FALSE,70568.11579,41241.87146,0,0,12/29/2014,7/11/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
6/18/2020,30,San Francisco,Banker,2300,440,117,TRUE,4,1.602258955,FALSE,32475.98057,6926.797419,3,1,4/2/2017,10/16/2024,4,FALSE,TRUE,TRUE,FALSE,FALSE
11/10/2019,47,Seattle,Teacher,55916,661,0,FALSE,1,1.056887762,FALSE,46999.5605,41605.47579,0,0,3/25/2020,9/3/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
2/11/2024,40,Boston,Artist,5953,743,0,FALSE,1,1.062272331,FALSE,72278.42282,63691.50327,0,0,9/5/2020,1/27/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
6/27/2022,68,Boston,Software Developer,70791,575,0,FALSE,1,1.525927929,FALSE,43702.81925,29622.98618,1,1,12/1/2019,11/3/2023,2,FALSE,FALSE,FALSE,FALSE,FALSE
11/28/2022,73,Los Angeles,Doctor,49236,466,101,TRUE,5,3.033482406,TRUE,4134.436781,,3,1,12/10/2016,11/13/2023,4,TRUE,,TRUE,FALSE,FALSE
3/25/2022,36,New York,Accountant,46035,672,93,TRUE,6,1.464193002,TRUE,41191.79098,10054.13031,4,2,5/5/2021,8/10/2024,0,FALSE,TRUE,TRUE,TRUE,FALSE
3/2/2022,49,Los Angeles,Consultant,13901,674,0,FALSE,1,0.809409873,FALSE,97847.18746,75189.53865,0,0,6/21/2015,1/28/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
5/15/2023,47,Houston,Doctor,90893,590,20,FALSE,1,1.189296907,FALSE,22354.2492,18640.78102,,0,9/29/2021,8/2/2024,1,FALSE,FALSE,FALSE,FALSE,TRUE
5/24/2024,46,Atlanta,Accountant,25719,550,25,FALSE,1,1.240786529,FALSE,31117.20922,20416.52561,2,1,1/11/2023,8/7/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
9/25/2024,66,Seattle,Accountant,55080,608,8,FALSE,1,1.127557634,FALSE,46317.97344,38817.74409,0,0,10/21/2015,6/11/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/8/2023,62,Atlanta,Other,6054,561,15,FALSE,1,1.137391486,FALSE,72179.99827,44820.76666,,0,10/9/2018,7/2/2024,1,FALSE,FALSE,TRUE,FALSE,FALSE
8/10/2020,46,Dallas,Other,9894,596,0,FALSE,1,1.368173518,FALSE,21036.11322,,2,1,3/29/2019,8/11/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
12/8/2023,47,New York,Other,9580,572,1,FALSE,1,1.208220905,FALSE,19709.66921,15290.25077,2,0,5/14/2022,11/28/2023,1,FALSE,FALSE,FALSE,FALSE,FALSE
2/4/2020,33,Atlanta,Software Developer,44512,506,0,FALSE,1,0.838844686,TRUE,483870.5604,37013.79879,2,0,9/26/2022,2/10/2024,2,FALSE,FALSE,FALSE,FALSE,TRUE
9/12/2020,57,Miami,Teacher,36560,618,0,FALSE,1,0.904347121,FALSE,56207.18518,42124.61029,0,0,8/22/2022,3/18/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
10/10/2022,36,San Francisco,Retail Worker,5208,492,0,TRUE,1,1.188492101,FALSE,49986.24727,41166.20036,4,2,12/1/2021,6/20/2024,3,FALSE,FALSE,TRUE,FALSE,FALSE
7/27/2021,35,Houston,Lawyer,63688,710,0,FALSE,1,1.300128253,FALSE,82446.18949,49595.43922,0,0,5/25/2018,2/4/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/26/2020,18,Atlanta,Banker,9147,636,0,FALSE,2,1.099271711,FALSE,56557.53379,47335.04801,0,0,3/9/2023,10/24/2024,0,TRUE,FALSE,TRUE,TRUE,FALSE
3/31/2020,31,Chicago,Consultant,16474,667,0,FALSE,1,0.967614297,TRUE,22441.37077,17827.77168,0,0,11/9/2016,6/3/2024,4,TRUE,FALSE,FALSE,FALSE,TRUE
6/16/2024,68,Los Angeles,Other,5590,572,53,TRUE,2,1.849458312,TRUE,62190.81249,38458.31539,2,1,3/15/2024,1/2/2024,2,FALSE,FALSE,TRUE,FALSE,FALSE
3/29/2021,64,Dallas,Other,4560,596,0,TRUE,1,0.985825049,FALSE,27485.78028,17589.64312,,0,7/19/2021,8/26/2024,1,FALSE,FALSE,FALSE,FALSE,TRUE
10/17/2022,67,Los Angeles,Accountant,40422,758,1,FALSE,1,0.903401855,FALSE,76616.93573,46971.07265,,0,10/6/2018,7/26/2024,0,FALSE,,FALSE,FALSE,TRUE
5/20/2022,19,Dallas,Banker,8745,689,0,FALSE,1,1.121091023,FALSE,15974.14134,8926.553403,0,0,6/28/2021,4/9/2024,3,FALSE,FALSE,FALSE,TRUE,TRUE
3/16/2024,71,Dallas,Retail Worker,16742,635,0,FALSE,1,1.404841128,FALSE,86698.1944,56068.81141,0,0,9/12/2021,7/1/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
11/29/2023,45,Houston,Teacher,31881,663,0,FALSE,1,0.911548329,FALSE,45049.01747,26620.0296,0,0,2/3/2019,10/2/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/8/2024,66,New York,Consultant,13804,345,50,TRUE,1,0.6885112,TRUE,41566.74787,30968.34067,4,1,12/26/2021,10/23/2024,4,TRUE,TRUE,TRUE,FALSE,FALSE
11/14/2023,67,San Francisco,Engineer,94899,810,27,FALSE,1,1.316143826,FALSE,86744.87932,78229.74508,0,0,6/8/2021,7/26/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/6/2022,47,Chicago,Accountant,28054,482,93,TRUE,2,2.410463661,FALSE,32205.05381,8919.816649,4,2,10/18/2015,10/9/2024,3,FALSE,TRUE,FALSE,FALSE,FALSE
