age,income_level,fico_score,delinquency_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag,account_age_days,credit_history_length,location_encoded,occupation_encoded,charge_off_status
69,7955,742.0,0,1,1.040362086,0,36173.27419,28901.56321,0,0,0,1,0,0,0,0,1385,-11,4,7,0
47,38109,639.0,0,1,1.460307986,1,66448.60285,38929.16783,0,0,0,0,0,0,0,0,214,1981,2,10,0
26,13718,609.0,0,1,0.923337768,0,28956.20752,23616.31038,0,0,0,0,0,1,0,0,488,2449,6,3,1
33,4911,577.0,105,4,1.327662567,0,16208.59857,4587.185836,4,2,1,0,1,1,0,0,104,2456,6,2,0
36,59338,429.0,118,2,1.372101657,1,10881.32077,4991.91136,4,2,4,1,1,1,0,0,1594,-12,7,0,1
50,21946,750.0,0,2,0.825415481,0,99431.83367,54833.13791,0,0,0,1,0,0,1,0,1621,1066,4,0,0
20,4262,422.0,110,10,2.262953857,1,15513.83089,39598.00704719999,3,1,3,1,0,0,0,0,410,155,7,2,1
52,9310,465.0,98,5,2.721857782125,1,37692.86919,9109.527751,4,1,4,0,1,1,0,0,152,1122,1,8,1
56,4655,675.0,0,1,1.89437513,0,93462.3948,43071.91426599999,0,0,0,0,0,0,0,0,810,1027,8,2,0
62,83695,661.0,0,1,1.523604536,0,82239.44185,59545.78267,0,0,0,0,0,0,0,0,1517,3102,1,5,0
51,2218,791.0,0,1,1.254299413,0,137149.23242375,43685.15628,0,0,0,0,0,0,0,0,120,198,1,7,0
51,2763,636.0,0,1,0.894921532,0,21200.0646,14590.49258,0,0,0,1,0,0,0,0,250,262,9,4,0
63,8145,730.0,8,1,1.284788298,0,75438.0552,64861.10173,0,0,3,0,0,0,0,1,508,1606,1,2,0
64,15705,782.0,0,1,1.440397497,0,45770.2396,26851.47836,0,0,0,0,0,0,1,1,1079,851,9,3,0
51,52491,477.0,48,1,2.721857782125,0,22175.84594,13176.55298,4,2,3,0,1,0,0,0,1303,983,2,9,0
26,56361,607.0,0,1,1.824587491,0,61212.90565,38027.87154,0,0,3,1,0,0,0,1,1042,2593,6,10,0
72,8953,689.0,0,1,1.209184976,0,96231.52289,35289.0166783,0,0,0,0,0,0,0,0,788,795,2,8,0
72,3631,755.0,0,1,0.771855316,0,50553.94487,39941.06201,0,0,0,0,0,0,0,1,1006,840,7,2,0
51,3086,362.0,92,7,1.471706877,1,15634.38512,5274.440994,3,2,3,0,1,1,0,0,1667,2854,2,2,1
27,8893,817.0,0,1,0.908573831,0,11314.53459,7315.783944,0,0,0,0,0,0,0,0,624,1318,7,7,0
66,9363,578.0,0,1,1.484246395,0,10815.81609,40719.966531,1,0,1,0,0,0,0,0,293,56,7,7,0
64,5154,502.0,0,1,1.132365899,0,22156.49399,16530.53798,1,0,1,0,0,0,0,0,202,-11,9,1,0
29,9942,576.0,0,1,1.922129321,0,16316.66908,40640.852843,2,0,2,0,0,1,0,0,84,2011,3,7,0
23,45242,479.0,109,6,2.280005447,1,38242.73575,16339.28643,3,2,4,1,1,0,0,1,368,2436,1,4,1
65,41339,407.0,100,2,1.93522046,1,21540.09141,3941.828242,4,1,3,1,0,1,1,0,1467,711,1,10,1
70,13140,746.3,0,1,1.974080138,0,93255.93139,63963.557,0,0,0,0,0,0,0,0,1447,1736,9,3,0
54,21944,503.0,72,1,0.833077315,0,30064.41941,20994.81827,2,0,1,0,0,0,0,0,1002,2465,4,1,0
74,16587,478.0,111,5,0.870013538,1,17135.41889,5966.459243,3,2,4,1,1,0,0,0,1560,3110,8,3,1
31,3009,587.0,0,1,0.901489888,0,64018.52794,53214.99682,1,0,2,1,0,1,0,1,1641,2125,8,2,0
71,3242,720.0,0,1,1.091230242,0,34724.30144,31815.5811,0,0,0,0,0,0,0,1,991,995,9,2,0
70,13435,723.0,0,1,0.668224967,0,12202.24077,8375.316601,0,0,0,1,0,0,0,0,1350,1393,3,3,0
74,40147,563.0,0,1,1.27410495,0,83287.80179,82151.15491,2,0,3,0,0,0,0,1,468,3396,9,6,1
61,25063,703.0,1,1,1.042974502,0,36238.61209,29348.78761,0,0,0,0,0,1,0,0,1528,3199,0,0,0
43,42675,338.0,117,9,1.731242656,1,3502.827542,1777.847284,4,2,4,1,0,1,0,0,1687,3594,8,10,1
32,4901,346.0,105,1,2.721857782125,1,3843.656575,1119.012533,3,2,3,1,0,0,0,1,753,602,8,2,1
56,10208,746.0,0,1,1.421921851,0,12486.5968,9932.190314,0,0,0,1,0,0,0,1,445,3294,7,8,0
53,53540,514.0,105,3,2.380129629,1,7242.465877,3749.476975,4,1,2,1,1,0,1,0,956,692,0,10,1
71,5467,509.0,0,1,0.822650729,0,22862.14809,16287.25089,0,1,4,0,0,1,0,1,254,534,2,5,0
59,23914,526.0,116,2,2.68068811,1,48763.72846,21909.51869,3,1,2,1,0,1,0,0,1533,1706,3,0,1
33,5795,713.0,0,1,0.938034361,0,37506.40443,32534.9285,0,0,0,0,0,0,0,0,476,3550,0,2,0
59,3636,569.0,101,1,1.509398767,0,35564.27775,11588.80713,1,2,1,1,1,1,0,0,1756,336,0,6,1
31,80540,778.0,0,1,1.930967027,0,24701.10808,15828.23713,0,0,0,0,0,0,0,0,915,1321,4,4,0
26,37279,675.0,26,1,1.319857401,0,43290.862,37236.63034,0,0,0,0,0,0,0,0,885,122,6,10,0
39,3615,786.0,24,1,0.790213282,0,33903.60885,26386.73255,0,0,0,0,0,0,1,0,1165,2760,6,7,0
67,45372,778.0,0,1,2.27822172,0,77344.27578,50857.62586,0,0,3,0,0,0,1,0,896,100,9,10,0
20,44333,681.0,0,1,1.267585494,0,16482.71082,11209.52512,0,0,0,1,0,0,0,1,1671,287,3,10,0
48,87978,485.0,97,9,2.721857782125,1,39421.24617,18295.34695,4,1,4,0,1,1,0,0,1574,1157,4,4,1
64,7651,475.0,0,1,0.895453018,0,87659.80788,56804.33164,4,2,4,0,1,1,0,0,783,2107,5,7,0
26,87259,481.0,0,1,1.042407783,0,57483.88571,28647.83711,2,1,4,0,1,1,0,0,1813,700,1,4,0
56,5732,373.0,119,5,2.077128567,1,18175.95545,7830.987617,4,2,3,0,1,1,0,1,1686,2500,6,7,0
36,13455,547.0,0,1,0.536977081,0,43470.38705,28133.91674,2,1,2,0,0,0,0,1,1664,3284,7,3,0
33,11464,740.0,0,1,1.304733872,0,79517.02509,78039.20289,0,0,0,1,0,0,0,0,1194,2117,3,8,0
38,6011,538.0,107,2,1.170556315,1,32771.03657,11949.84983,4,1,1,1,1,0,0,0,1156,1376,6,7,1
66,74642,396.0,99,3,1.351099858,1,6502.40012,3320.105337,3,2,3,1,1,1,0,0,1312,1108,6,9,1
72,8582,756.0,16,1,1.257756871,1,99322.15254,88382.02508,0,0,0,0,0,0,1,0,1184,1080,9,7,0
20,82994,673.0,0,1,0.830751457,0,68168.95341,51404.50736,0,0,0,0,0,0,0,0,192,1136,4,5,0
38,8276,673.0,0,1,1.404655759,0,83945.91586,56024.61005,0,0,0,1,0,0,0,0,1039,240,8,1,0
36,14812,529.0,0,1,0.878774808,1,39599.65448,29022.05981,1,0,2,0,0,0,0,0,1558,676,1,3,0
28,19943,808.0,7,1,1.361836451,0,18136.267,12831.44363,0,0,3,0,0,0,0,1,474,1496,9,1,0
29,2437,807.0,5,1,0.798046573,0,16589.12243,12807.56154,0,0,0,0,0,0,0,0,1218,-158,0,2,0
35,2037,511.0,6,1,2.251392397,0,26767.4072,19249.47121,1,0,1,0,0,1,0,0,1348,1324,3,2,0
22,37169,668.0,0,1,1.900925068,0,50708.86432,40202.61483,0,0,0,0,0,1,0,0,1496,2394,8,4,0
38,9458,465.0,0,1,1.166685026,0,10873.36409,8388.643029,3,2,4,0,0,0,0,0,543,1952,4,7,0
62,8892,387.0,103,8,2.721857782125,0,40347.92434,13353.42253,4,1,3,0,1,0,1,1,836,1584,8,4,1
29,7755,427.3,101,1,2.721857782125,1,36909.41394,14537.13365,3,2,4,1,1,1,1,0,1280,1492,3,2,1
57,40666,799.0,0,1,1.512080364,0,67044.80406,52239.65307,0,0,0,0,0,0,0,0,244,3348,7,10,0
70,4073,770.0,0,1,2.235597584,0,56991.32277,49850.09975,0,0,0,0,0,0,0,0,203,905,3,7,1
34,4334,527.0,0,1,0.969043543,0,89586.4507,76474.75369,1,0,2,0,0,0,1,0,273,2151,0,2,0
55,3433,737.0,0,1,1.53712138,0,97796.6419,69371.28191,0,0,0,0,0,0,0,0,324,101,0,7,0
35,7445,609.0,0,1,0.883559612,0,12027.81318,34815.717282,0,0,0,0,0,0,0,0,195,1604,1,7,0
45,3515,428.0,99,5,0.805806147,0,27042.58429,12348.21241,4,2,3,0,1,1,0,0,519,910,7,2,1
47,35727,645.0,13,1,1.329476986,0,91299.57563,54181.39484,0,0,0,0,0,0,0,0,1326,1032,0,10,0
42,37177,783.0,0,1,1.803854768,0,95452.98354,66727.74053,0,0,0,0,0,0,1,0,299,3058,5,10,0
61,66988,764.0,0,1,1.18010361,0,17556.962,13861.5715,0,0,0,0,0,0,0,0,806,1072,9,9,0
29,61541,448.0,0,1,1.306114801,0,22775.80064,20306.91135,4,2,3,0,1,0,0,0,1766,2466,0,6,0
33,7057,746.0,0,1,1.494905721,1,90238.57446,73783.93033,0,0,0,0,0,0,0,0,967,773,7,2,0
57,28536,481.0,0,1,0.924599898,0,90668.91074,64309.33362,4,1,4,0,0,0,0,0,1853,2691,7,10,0
42,9967,814.0,0,1,0.779760291,1,81494.76699,62844.89917,0,0,0,0,0,0,0,0,1422,1842,1,7,1
27,37670,648.0,0,1,1.118685382,0,52709.04588,35460.50971,0,0,0,0,0,0,0,0,310,521,8,10,0
23,10341,651.0,0,1,1.586489423,0,37443.70832,23345.50756,0,0,0,0,0,0,0,0,1104,2820,5,8,0
22,6739,753.0,3,1,1.092172462,0,50579.86383,43131.08119,0,0,0,0,0,1,1,0,1083,1322,2,7,0
50,40762,636.0,0,1,1.065949375,0,93920.47244,68136.02657,0,0,0,1,0,0,0,0,1208,2569,9,10,0
33,44512,506.0,0,1,0.838844686,1,137149.23242375,37013.79879,2,0,2,0,0,0,0,1,1764,502,0,9,0
47,2385,632.6,4,1,2.01356134,0,49482.11047,31166.51513,2,0,2,1,0,0,0,0,346,228,3,7,0
53,8197,606.0,0,1,1.14653863,0,62661.30271,50321.91343,0,0,0,0,0,0,0,0,224,1813,2,2,0
29,8307,779.0,0,1,1.653449799,0,69768.61945,60779.53038,0,0,0,1,0,0,0,0,977,711,1,2,1
37,24374,551.0,0,1,0.894495198,0,66846.6812,59420.3602,2,0,3,1,0,1,1,0,1441,1481,5,10,0
40,69026,690.0,93,10,1.546471171,1,25210.51134,9653.717648,4,2,0,1,1,0,0,0,887,2311,9,5,1
64,52315,737.0,0,1,0.79072519,0,66098.15757,44830.53289,0,0,0,0,0,0,0,0,834,3128,9,9,1
25,20235,524.0,36,1,1.416873045,0,34849.95691,24396.11962,1,0,2,0,1,0,0,0,1604,34,3,10,0
67,55880,727.0,0,1,0.950579167,1,43429.97178,32465.45654,0,0,0,0,0,1,0,0,1326,477,1,10,0
41,5835,516.0,114,2,1.598521524,1,5341.257809,2136.877922,3,1,2,1,1,0,1,0,653,989,1,2,0
23,10137,713.0,6,1,1.830821249,0,68156.40449,52120.28991,0,0,0,0,1,0,0,0,768,2838,8,8,0
38,16034,445.0,0,1,1.072354602,0,88404.22862,80262.70859,4,2,3,0,1,1,0,0,1171,1096,1,1,0
45,4748,501.0,118,4,2.721857782125,1,12476.22088,2483.762615,4,2,2,1,1,1,0,0,76,743,7,2,1
55,22489,734.0,0,1,0.989902349,1,18349.23795,12326.79128,0,0,0,0,0,0,0,0,833,2476,8,10,0
62,8734,763.0,0,1,1.6263567,1,54012.38012,35041.872988999996,0,0,0,0,0,0,0,0,1250,2737,3,2,0
30,13850,724.4,0,1,1.900581236,1,25517.27133,23751.44136,0,0,3,0,0,0,0,1,1185,876,7,3,0
19,9777,771.0,0,1,1.343907626,0,13126.43877,9679.931888,0,0,0,0,0,0,0,0,1670,1441,8,1,0
27,34432,686.0,0,1,0.760481248,0,105066.9066,78320.50476,0,0,0,0,0,0,1,0,305,2382,9,0,1
67,15348,581.0,5,1,1.659109685,0,32109.04787,24318.04654,2,0,4,1,0,0,0,1,912,879,1,3,0
37,9533,736.0,0,1,1.045597257,0,71760.72319,58464.43821,0,0,3,0,0,0,0,1,1710,1398,2,2,0
33,2230,414.0,90,4,2.721857782125,1,20176.19877,8572.877964700001,4,1,3,0,1,1,0,0,1387,1741,7,7,1
54,4378,547.0,0,1,1.158721051,0,23484.95303,18237.28333,2,1,2,1,0,0,0,0,91,206,1,7,0
68,19648,382.0,36,1,2.560030697,0,60382.95851,39916.3315,1,1,3,0,1,0,0,0,1299,3095,5,0,0
67,9571,411.0,119,3,1.833640989,0,32666.68842,12539.14943,3,2,4,1,0,0,0,1,1226,2626,1,7,0
34,41436,577.0,95,10,2.689950516,1,5416.847545,16093.0833873,4,1,2,1,1,0,0,0,100,2447,6,10,1
32,4166,403.0,112,8,1.619123086,0,38472.98652,14676.25048,3,1,3,1,0,0,0,0,741,1362,6,7,0
32,56037,648.0,55,1,2.721857782125,1,25673.21497,12617.99185,1,0,0,0,1,0,0,0,1252,1946,7,0,0
69,15334,745.0,0,1,0.848418959,0,28561.92057,21426.28801,0,0,3,0,0,0,1,1,1735,1739,8,3,0
25,7693,815.0,0,1,2.229007164,0,81306.19761,76197.29646,0,0,0,0,0,0,0,0,1611,1355,8,2,0
59,4241,653.0,0,1,1.035364682,0,137149.23242375,39759.88359,0,0,0,0,0,0,0,1,1208,1539,5,7,0
45,15787,742.0,0,1,1.367259127,0,41636.18825,34736.07137,0,0,0,0,0,0,0,0,1763,2458,6,0,0
59,8686,356.0,91,3,2.721857782125,1,33171.22022,9457.097655,4,1,4,0,1,0,0,0,1737,118,1,2,1
43,70407,372.0,101,4,1.634512268,0,46341.2632,17349.21355,3,1,4,1,1,0,0,1,287,3179,9,8,1
32,33004,492.0,102,3,1.690212504,0,25528.74533,11449.70548,3,1,4,1,0,0,1,0,894,1333,2,0,0
36,47765,730.0,0,1,2.11218543,0,65501.977,59750.75672,0,0,0,0,0,0,0,0,1132,2434,2,0,1
24,15341,767.0,0,1,0.865555517,0,47189.6175,31516.14232,0,0,0,0,0,1,0,0,1759,3146,8,3,0
41,45151,499.0,0,1,0.994695829,0,21489.57882,18106.8892,4,1,3,0,0,0,1,0,611,2269,8,10,0
19,6946,447.0,110,3,2.721857782125,0,14225.42929,3405.230502,4,2,4,0,0,0,0,1,1818,389,6,7,0
73,5221,583.0,116,8,2.721857782125,1,13719.2334,14472.745709799998,2,1,2,0,1,0,0,0,139,2218,3,2,1
64,5724,768.0,0,1,1.084446174,0,38830.17809,21288.93277,0,0,0,0,0,0,0,0,1504,298,2,2,0
68,9572,752.0,0,1,1.434571898,0,17892.49864,14765.26359,0,0,0,0,0,0,0,0,1613,62,7,1,0
71,85134,657.0,0,1,0.794627566,0,52095.29177,35629.65676,0,0,0,0,0,1,0,1,1464,488,5,5,0
35,17137,699.0,0,1,1.079580808,0,47503.28566,38708.49777,0,0,0,0,0,0,0,0,537,2074,6,10,0
60,8449,673.0,0,1,2.070278046,0,74299.59158,65322.4379,0,0,0,1,0,1,0,1,790,1363,3,2,0
32,46221,794.0,0,1,2.103794848,0,83675.9856,62602.75201,0,0,0,0,0,1,0,1,1071,3509,6,4,0
33,49120,375.0,97,3,2.721857782125,1,48427.50042,12355.560889999999,3,2,3,1,1,1,0,0,1313,-281,9,0,1
22,17028,647.0,0,1,1.49549626,0,96285.78692,59127.41524,0,0,0,0,0,0,1,0,576,228,2,1,0
70,8860,358.0,90,3,1.97722366,1,10462.05588,3718.594076,3,1,4,1,0,0,0,0,1568,2078,6,2,1
50,72917,516.0,0,1,2.40362593,0,37946.60435,34887.18906,2,1,3,0,0,0,0,1,598,109,2,6,0
37,96820,652.0,0,1,1.164491924,0,89866.65138,69615.67349,0,0,0,0,0,0,0,0,1456,2166,2,5,0
34,17934,617.0,96,4,2.721857782125,0,3678.051196,1264.04957,3,2,4,1,0,1,0,1,102,2563,9,1,1
56,16785,372.0,98,2,2.289202719,1,25325.76473,6183.234324,4,2,4,0,1,0,0,0,40,1849,9,3,1
73,47857,434.0,110,6,1.943416951,1,14936.45192,6056.423067,4,1,3,1,1,1,0,0,1638,160,5,0,1
65,14502,738.0,0,1,1.445589482,0,77665.04385,52711.69343,0,0,0,0,0,0,0,0,1561,945,0,3,0
35,42218,503.0,96,6,2.529294799,1,24657.28429,6460.836017,3,2,1,0,0,1,0,1,1825,1361,1,0,1
59,3863,596.0,12,1,1.052222401,0,64565.56265,62594.60022,2,0,2,0,0,0,0,0,973,491,7,7,0
74,5863,707.0,15,1,1.006073667,0,54007.58219,46547.04631,0,0,0,0,0,1,0,0,274,1492,6,7,0
60,7087,554.0,0,1,0.891445963,1,92230.80361,62734.07755,2,1,1,1,0,1,0,0,1319,3222,1,2,0
68,9083,820.0,0,1,1.189592741,0,53854.89324,44685.64089,0,0,0,0,0,0,0,0,1775,2549,1,2,0
72,16373,779.0,0,1,1.215191635,0,23864.58007,22415.24506,0,0,4,0,0,0,0,1,279,891,2,8,0
32,49758,408.0,93,10,1.904319262,1,50566.39441,22602.8457016,4,2,4,1,0,0,0,0,965,1470,1,10,1
45,3694,409.0,104,8,2.071650903,1,11606.36734,8911.235360800001,4,1,4,1,1,0,1,0,1512,1153,0,2,1
29,4967,661.0,0,1,0.825273193,0,63339.75716,33920.07196,0,0,4,0,0,0,0,1,449,340,8,2,0
32,53784,554.0,1,1,1.896931973,0,41501.38754,32213.17896,2,0,1,0,0,1,0,0,1093,3211,5,9,0
40,13810,480.0,41,1,0.733760078,0,10302.58193,7176.916975,4,1,3,1,0,1,0,0,268,2595,7,3,0
54,5352,816.0,0,1,0.997790361,0,68108.86917,55779.79716,0,0,0,0,0,1,0,0,1689,2182,0,7,0
39,47991,679.0,0,1,0.766658945,0,36436.21719,32836.52035,0,0,0,0,0,0,0,0,1847,1523,2,10,0
62,6054,561.0,15,1,1.137391486,0,72179.99827,44820.76666,1,0,1,0,0,1,0,0,452,2093,0,7,0
26,9111,358.0,106,2,2.025270699,1,25767.09517,10847.51317,3,1,4,1,1,1,0,1,333,1918,3,2,0
72,59184,384.0,95,10,1.852895104,0,39277.02446,13147.58766,3,1,4,0,1,0,0,0,1032,2444,1,9,1
36,6050,507.0,93,7,1.431927907,1,45703.7093,24800.73753,3,2,1,1,1,1,0,0,217,731,0,7,1
20,6669,545.0,0,1,1.318346055,0,95657.22449,86774.45002,1,0,1,0,0,0,0,0,160,2815,7,2,0
66,72834,424.0,113,7,2.640533302,0,18117.1605,4212.189683,3,1,4,1,1,0,0,1,1586,2264,7,6,0
40,10543,519.0,0,1,1.509500489,0,52551.4217,37071.6498,1,0,1,0,0,0,0,1,1495,463,3,1,0
58,3439,529.0,9,1,1.08999156,0,19126.9655,17052.9934,2,1,2,0,0,0,0,0,95,2967,4,7,0
42,15619,745.0,0,1,1.200903585,0,72549.477,50762.65263,0,0,0,0,0,0,0,0,957,2807,3,3,0
69,8035,661.0,0,1,0.605093337,0,46904.15128,42454.50076,0,0,0,0,0,0,0,0,1821,3385,7,7,0
34,4439,363.0,111,4,1.629535949,0,12576.77262,5250.442468,4,2,4,0,0,0,0,1,1567,208,1,7,1
45,57384,454.0,0,1,1.313688869,0,81587.52595,73014.94441,3,1,3,0,1,0,0,0,964,1627,9,10,0
73,14977,622.0,0,1,1.35476177,0,81965.77619,67712.128,0,0,0,0,0,0,0,0,1216,2913,9,3,1
68,3801,500.0,0,1,0.764293732,1,77540.71938,60942.95286,1,0,1,1,0,0,0,0,1241,3409,0,7,0
39,7511,740.0,0,1,2.011018967,1,11847.31534,10354.8974,0,0,0,0,0,1,0,0,210,1941,8,7,0
62,38434,485.0,97,3,2.721857782125,1,29640.51144,7812.808046,3,1,3,0,1,1,0,0,1760,2683,7,5,1
72,16699,658.0,0,1,0.889172449,1,51654.10375,35177.44751,0,0,0,1,0,1,0,0,516,-198,7,3,0
42,3924,736.6,0,1,0.977147275,0,22472.77089,19427.4023,0,0,0,0,0,0,0,0,1809,2929,7,2,0
19,14114,758.0,0,1,1.026241225,0,87676.51696,69718.6925,0,0,0,0,0,0,0,0,1556,2090,8,3,0
64,9502,578.0,0,1,1.866537978,0,84975.39869,62202.72923,0,1,2,0,0,1,0,0,405,2322,3,8,0
63,9344,783.0,10,1,1.258596452,0,52163.28369,35058.75016,0,0,0,0,0,0,0,0,1785,1935,4,7,0
71,21009,742.0,4,1,1.538655529,0,58598.03012,39905.22118,0,0,0,0,0,0,0,1,1471,-64,8,10,0
44,9283,692.0,0,1,0.798577985,0,68698.30531,53583.14088,0,0,0,0,0,0,0,0,841,1634,1,1,0
43,45743,712.0,0,1,1.059562046,0,17194.34811,11590.43147,0,0,0,0,0,0,1,0,1764,3315,1,10,0
50,22929,568.0,0,1,1.738122536,1,10254.07995,6806.100279,2,1,2,0,0,0,0,0,1739,3275,5,3,0
53,77723,586.0,0,1,0.923110064,0,46389.46012,32422.4368,1,0,2,0,0,0,0,1,981,1830,2,10,0
52,3250,539.0,0,1,1.198194095,0,35368.35206,22319.72319,1,0,1,0,0,1,0,0,1126,1161,8,7,0
36,6309,737.0,0,1,1.100256271,0,30500.18985,27398.6984,0,0,0,0,0,0,0,0,673,2803,8,1,0
37,51818,613.0,0,1,1.380836854,1,37350.49011,22502.14362,0,0,3,0,0,1,0,1,785,1988,3,4,0
42,7799,552.0,0,1,0.998489635,0,18379.01099,11847.29014,1,1,1,0,0,0,0,0,1481,2914,3,7,0
72,5214,582.0,101,3,1.350196496,1,16629.76773,6585.869419,1,2,2,1,1,0,0,1,975,2593,4,2,1
41,2356,586.0,0,1,1.067063635,1,40604.75216,38155.33637,1,0,2,0,0,0,0,0,293,-225,6,2,0
23,18316,780.0,0,1,1.772138998,0,76936.08505,56477.08522,0,0,0,0,0,1,1,0,1401,-196,4,8,0
62,58290,716.0,14,1,1.214923812,0,58314.44223,34326.20851,0,0,0,0,0,0,0,0,697,1666,5,0,0
67,54543,462.0,0,1,1.09988653,0,81305.07584,59264.43718,3,1,3,1,0,0,0,0,482,1876,2,10,0
28,5085,782.0,0,1,1.759550965,0,65240.26713,58924.59317,0,0,3,0,0,0,0,1,1407,1144,7,7,1
30,9001,549.0,0,1,1.3407258,0,73096.91571,50558.0394,1,0,2,0,0,0,0,0,564,2002,6,2,0
74,20826,743.0,0,1,1.381407914,0,36358.44598,26946.22018,0,0,3,0,0,0,0,1,901,3213,1,0,0
72,13315,740.0,0,1,1.412037446,1,75450.11981,63043.93213,0,0,0,0,0,0,0,0,1237,1399,2,3,0
18,18297,735.0,0,1,2.366501374,0,18885.98888,16251.75367,0,0,0,0,0,0,0,0,1806,1766,1,1,0
69,24395,763.0,0,1,1.4503748,0,82295.11533,54357.10825,0,0,0,0,0,1,0,0,451,665,3,0,0
49,21613,520.0,111,2,1.607453632,1,7379.567835,1621.229249,3,1,4,1,0,1,1,0,506,1207,3,8,1
45,3241,719.0,0,1,1.438953073,0,21491.59512,17584.76364,0,0,0,0,1,0,0,0,374,947,3,2,0
61,45828,587.0,92,7,1.687445308,1,38283.93602,11155.81693,3,1,1,0,1,1,0,0,1595,2615,9,5,0
25,65324,794.0,0,1,1.214407471,0,101369.215,89999.18286,0,0,0,0,0,0,0,1,1586,3289,4,5,0
52,2530,463.0,0,1,1.342897677,1,77137.99157,61488.74582,4,2,3,0,1,1,0,0,561,2201,7,7,0
55,22054,722.0,0,1,1.294448838,0,81148.74485,61666.61051,0,0,3,0,0,0,1,1,1310,1165,2,0,1
37,43285,468.0,93,2,1.885009357,1,11850.90439,4276.77911,1,1,4,1,1,1,0,0,106,1181,7,10,1
26,6959,850.0,104,2,1.753586627,0,50384.00282,14620.68843,3,1,3,1,1,0,0,0,114,42,4,7,1
22,13881,817.0,0,1,1.212554983,0,13539.00418,8676.273076,0,0,0,0,0,0,0,0,150,484,3,3,0
64,9050,667.0,0,1,1.318203456,0,62648.34422,36585.38296,0,0,0,1,0,0,0,0,1862,1914,5,2,0
29,9107,592.0,0,1,1.061006928,0,70558.54258,53207.95661,1,1,2,1,0,0,0,0,88,1238,1,2,0
54,7354,528.0,4,1,0.908921345,0,56550.85879,44261.20456,2,1,1,0,0,0,0,0,1446,2338,0,7,0
37,33894,594.0,0,1,1.713596986,0,89467.5985,59671.96827,2,0,2,0,0,1,0,0,569,1055,5,0,0
23,7521,815.0,0,1,1.10743528,1,65672.86169,46137.26028,0,0,0,0,0,0,0,0,1713,204,3,2,0
72,2127,559.0,18,1,1.023809699,0,92050.15614,75091.18014,1,0,1,0,1,0,0,0,1539,2494,1,7,0
18,16661,586.0,0,1,2.295485353,0,82458.35954,54815.62089,0,0,1,0,0,0,0,1,1237,1206,1,1,0
22,9668,429.0,115,3,2.252910057,1,15375.3658,3601.376081,4,1,3,0,1,0,1,0,396,2116,0,2,1
49,54474,820.0,0,1,0.824073509,0,79840.29056,57141.01083,0,0,0,0,0,0,0,0,978,214,1,4,0
34,21850,673.0,0,1,1.739335797,0,56379.7337,36696.47154,0,0,0,0,0,1,0,0,362,1014,1,0,0
72,16779,455.0,98,8,2.290681811,1,42391.91523,10691.23331,4,2,3,0,1,1,0,1,1502,3530,6,3,1
42,2036,483.0,93,7,1.263252276,1,28371.61297,10557.71329,3,2,3,1,1,1,0,0,536,654,9,7,1
65,5241,810.0,0,1,1.720768422,0,21755.80936,20362.29655,0,0,0,0,0,0,0,0,49,3298,1,3,0
63,4555,438.0,108,5,1.39153882,1,13368.055,5266.588858,4,1,4,0,1,1,0,1,1731,1557,9,7,1
55,65534,489.0,92,4,2.721857782125,1,2960.390694,851.4896329,3,2,4,1,0,1,0,0,567,1939,8,5,1
51,57397,583.0,0,1,1.313334943,1,55459.59351,37880.20297,1,0,1,0,0,0,0,0,1258,1323,3,6,0
18,53607,692.0,0,1,1.121687854,0,81459.28015,58863.92216,0,0,0,0,0,1,0,0,1658,2628,7,0,0
54,5173,481.0,114,6,2.721857782125,0,4346.58709,1936.002924,1,2,3,1,0,0,0,1,224,2170,3,7,1
61,2978,734.0,0,1,1.104326341,0,16690.49741,11556.7432,0,0,0,0,0,1,0,0,320,1827,1,2,0
60,37405,507.0,101,3,1.817247318,0,35875.65555,13727.44097,3,2,2,1,1,1,0,0,1636,1293,9,10,1
74,9763,698.0,1,1,2.63600854,0,25002.74061,14465.78927,0,0,4,0,0,1,1,0,141,1704,6,7,0
54,4493,408.0,105,4,2.247195428,0,5248.282844,2386.258989,4,2,4,1,0,0,1,0,1043,410,7,2,1
66,26031,613.0,0,1,0.823960616,0,48769.62848,28137.64307,0,0,4,0,0,0,0,1,1064,450,2,10,1
52,76517,442.0,91,3,2.721857782125,1,27544.22074,11734.03222,4,1,4,1,0,1,0,1,1311,2858,8,4,0
53,51953,680.0,0,1,1.456175035,0,35928.77313,23571.89297,0,0,0,0,0,0,0,0,1336,870,6,6,0
18,51048,604.0,0,1,1.055963883,0,94456.97399,63986.48395,0,0,0,0,0,1,1,0,869,976,7,10,0
50,68963,414.0,109,6,1.349923958,0,22250.84789,9634.618755,4,2,3,0,0,0,0,0,1674,1199,7,6,1
19,91842,705.0,0,1,1.214857124,0,34070.67539,31365.13384,0,0,0,0,0,0,0,0,1102,3083,1,4,0
31,4485,486.0,108,6,1.58923956,0,34033.3402,16683.80098,4,1,3,1,0,1,0,1,179,3184,3,2,0
